Unnamed: 0,N,P,K,temperature,humidity,ph,rainfall,label
1155,35,16,32,29.26382931,54.82257868,5.342866119,100.7586226,mango
1424,102,22,45,28.20480805,92.91440379,6.099662369,20.36001144,watermelon
1816,21,26,31,25.56567803,97.61361544,6.443168642,199.7936345,mango
130,87,60,25,21.44526922,63.1621551,5.85971872,65.8895111,maize
1523,6,139,199,27.63834933,95.48763389,5.85971872,205.5463111,grapes
1520,36,36,31,25.65492304,49.781401,6.813383387,52.95477913,mango
1415,95,27,55,28.47212559,91.21322065,6.160414414,20.88620369,watermelon
903,37,18,43,24.1469628,94.5110662,6.424670614,110.2316633,pomegranate
1335,108,22,47,26.17668721,86.7295205,6.121168559,53.33484977,watermelon
813,18,77,20,19.62207826,18.67170854,5.809419584,144.1567454,lentil
2119,95,29,33,25.234661,57.53161469,6.043485685,124.2261737,coffee
1415,100,30,52,28.47212559,91.21322065,6.160414414,20.88620369,watermelon
1371,84,27,52,38.72382798,91.72514851,6.702424548,62.62377075,watermelon
898,34,60,17,20.97195263,63.83179889,7.630424083,53.10207889,lentil
1276,25,140,197,17.98667801,81.17712085,5.777271492,72.37127689,grapes
2151,113,21,34,27.62975458,61.26002598,6.777417989,196.6492664,coffee
323,37,62,22,17.48189735,18.8251973,5.954665349,121.9401369,kidneybeans
2182,103,27,27,23.25230817,50.3911292,5.867420996,105.3558408,coffee
1097,110,81,50,28.67208915,82.20793613,5.725418961,94.37987496,banana
314,12,78,22,16.06522754,18.72479695,5.99812453,88.06638775,kidneybeans
1806,39,20,31,27.10134661,93.69979946,5.551963184,150.9502632,coconut
384,35,55,23,24.1638445,19.27907819,5.82738029,116.7324324,kidneybeans
613,15,75,24,30.91219459,68.79427388,7.747775263,66.63830637,kidneybeans
919,18,23,40,23.71028128,89.61794165,6.184400085,105.6499907,pomegranate
471,5,76,18,18.88852533,14.99451145,7.104224797,80.1113384,pigeonpeas
2150,103,40,35,27.10210397,55.7497332,6.911066044,139.5013171,coffee
45,91,45,36,24.8972823,80.52586088,6.13428721,183.6793207,rice
89,78,45,42,23.35905428,83.59512273,5.333322606,188.413665,rice
20,89,48,37,21.32504158,80.47476396,6.442475375,185.4974732,rice
2027,65,44,43,25.4879684,84.48235878,6.740947635,168.7848886,jute
1072,88,79,50,25.34119774,84.47321314,6.435917308,91.06493353,banana
1167,9,34,32,29.75150773,46.73723302,4.981816523,91.405983,mango
152,87,56,22,20.27317074,63.91281869,6.439071996,62.50351892,maize
291,42,67,78,18.99424448,15.9362937,7.114405288,78.69707199,chickpea
505,32,54,23,31.99928579,54.1077461,5.270749441,71.6266696,mothbeans
1730,20,45,48,39.23342464,91.25589286,6.519779583,64.4478499,papaya
530,22,38,20,24.30935081,56.32938343,6.030447288,58.99536268,mothbeans
525,36,57,20,27.57826922,94.11878202,6.776533055,28.08253201,mothbeans
1147,18,5,26,34.89226666,48.75613373,6.414526606,91.63074547,coconut
117,62,52,16,18.25405352,55.28220433,6.204747653,63.72358154,maize
28,90,48,39,23.85724032,82.22572988,7.382762603,195.0948311,rice
2123,104,26,27,24.40726724,62.65692638,6.410992833,148.6977358,coffee
1125,11,23,27,31.09779147,47.41196659,4.546466109,90.28624348,mango
775,43,58,25,26.87187036,61.61367264,6.804253866,63.51822045,blackgram
1673,7,18,8,11.03367937,92.22706805,6.562594972,112.7715925,orange
1126,38,19,29,34.73823882,49.08864345,5.855119268,90.65022183,mango
1884,2,23,33,19.20090378,94.27659596,6.923509371,108.0423555,coconut
133,64,46,18,23.02038334,61.89472002,5.680361038,63.03843397,maize
998,39,7,36,23.65374106,93.32657504,6.431265737,109.8076178,pomegranate
1134,33,17,31,35.96054636,48.69677802,4.555688532,98.00644238,mango
2189,99,18,34,23.52652084,65.44340921,6.392791654,186.1728203,coffee
1113,11,37,28,27.69637763,48.5622488,6.39474303,89.85646496,mango
1164,39,36,32,33.33024826,45.61143594,6.953246506,98.28583013,mango
997,13,22,39,21.25433607,92.65058936,7.159520979,106.2784673,pomegranate
1113,21,38,31,27.69637763,48.5622488,6.39474303,89.85646496,mango
1857,0,5,30,28.05912437,98.3670985,5.868255858,171.6516396,coconut
524,11,44,20,26.34043268,55.59160391,8.016210782,35.1051197,mothbeans
152,60,49,22,19.74213321,59.66263104,6.381201909,65.50861389,maize
91,83,45,38,23.83509503,83.88387074,7.473134377,241.2013513,rice
411,59,60,85,27.05365239,87.7017527,7.393631868,60.4693835,chickpea
1415,95,27,52,28.47212559,91.21322065,6.160414414,20.88620369,watermelon
932,21,25,40,19.54128063,90.29751796,6.902751061,104.3739878,pomegranate
538,4,59,25,25.97948991,64.95585424,4.193189124,72.19245835,mothbeans
956,7,23,37,19.75088482,88.71691157,7.054313823,102.5538035,pomegranate
284,52,81,78,19.48649305,16.06240074,6.489389282,81.5284269,chickpea
1018,89,60,19,24.28209415,80.30025587,7.042299069,231.0863347,maize
530,11,10,40,25.65492304,91.51861,6.813383387,52.95477913,pomegranate
1346,85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,muskmelon
1215,22,130,195,27.83487151,83.51444973,6.208196881,73.02882766,grapes
1238,15,133,198,33.4641162,83.86742974,5.562790949,67.92204319,grapes
164,76,48,17,19.29563411,69.63481219,5.74055541,116.3019555,maize
1954,118,41,18,22.95604064,82.33733678,6.360812227,66.48339303,cotton
1383,114,30,50,25.4438391,87.9392312,6.472756256,57.51549686,watermelon
1106,19,31,34,30.01592643,53.19212381,5.074272692,97.72843182,mango
1129,34,32,32,30.07202564,50.96040505,6.10729559,92.09609766,mango
1854,39,24,31,26.50908611,94.48414544,6.143662699,199.8778403,coconut
1120,40,36,27,28.93270187,47.94053996,5.664587011,99.9834242,mango
632,25,55,20,28.28511547,88.4393979,7.130278657,48.56690235,mungbean
1636,5,23,5,22.21506982,66.17851932,6.127939628,70.40557612,orange
1112,40,26,34,27.53907547,53.63549533,6.797779227,99.35408185,mango
1129,25,18,32,30.07202564,50.96040505,6.10729559,92.09609766,mango
1180,1,28,33,27.32961444,49.30347234,6.052026047,93.53197359,mango
378,36,57,24,17.06104474,23.77201471,5.86442953,81.83420522,mungbean
1157,35,18,27,28.70595247,50.44030129,5.445008416,95.8946444,mango
1528,7,133,200,21.12152071,90.6878768,5.636687393,102.8017203,apple
183,61,41,17,21.77689322,57.80840636,6.158830619,102.0861694,maize
1784,57,51,49,32.76795887,94.57377401,6.764213299,240.4795923,papaya
1131,5,19,26,28.1218093,46.16888595,5.630619901,93.30247448,mango
1164,39,37,30,33.33024826,45.61143594,6.953246506,98.28583013,mango
2120,87,23,26,26.22367404,62.26594559,6.979590627,193.7461968,coffee
1830,37,126,196,23.59997268,90.97597665,5.596449493,107.1728191,apple
1431,133,60,22,28.91105641,90.78513842,6.425930938,23.44398467,maize
1192,35,21,30,28.91862016,48.13974548,5.075504537,97.01331604,mango
1127,26,27,38,27.67256197,45.41692012,4.947683034,92.84991507,pomegranate
1965,120,59,17,25.07278712,82.50257909,6.520403794,93.51042684,cotton
125,84,54,21,21.54156232,59.64024162,6.803931519,109.7515385,maize
439,39,69,19,35.09357419,30.98685456,5.004074624,116.9106908,pigeonpeas
1555,4,137,196,22.69780133,92.82223419,5.53456749,105.0508234,apple
60,72,40,42,20.41447029,82.20802629,7.592490617,245.1511304,rice
1117,11,23,30,27.69637763,48.5622488,6.39474303,89.85646496,mango
112,94,50,19,22.27526694,58.84015925,6.967057762,63.87020584,maize
471,6,45,15,28.08657178,80.35005927,6.760694228,38.14476781,mungbean
1530,19,29,8,27.255435,91.71569387,6.969883483,101.139435,orange
1049,119,90,53,28.66725136,79.59242542,5.986442306,118.2583441,banana
1065,104,80,55,27.09062164,81.33506906,5.879119455,110.1331182,banana
1041,101,85,48,25.36059237,75.03193255,6.012696655,116.5531455,banana
284,45,67,77,19.48649305,16.06240074,6.489389282,41.5284269,chickpea
344,28,55,22,19.91853092,20.70099804,5.833010958,108.6434544,kidneybeans
621,31,37,17,28.7420098,85.81675947,6.452006451,48.54598575,mungbean
739,57,63,15,31.55846339,67.83563765,7.1340151,74.86960831,blackgram
288,53,65,78,20.19137759,16.41998269,8.719960893,77.33795356,chickpea
107,89,60,15,25.19192419,66.6902901,5.913664501,78.06639649,maize
1420,85,9,53,30.84835031,92.86773675,6.388617138,107.4142681,muskmelon
551,22,37,22,25.54249137,56.96640758,7.887658711,48.46797044,mothbeans
1609,13,27,10,23.96147583,90.26408017,7.365338111,102.6958703,orange
1905,126,40,17,24.69457084,81.7358876,6.628722836,78.58494391,cotton
955,30,25,41,24.32770134,90.88292835,6.610251186,110.4606459,pomegranate
17,74,55,19,24.28209415,80.30025587,7.042299069,231.0863347,maize
399,22,65,20,18.78226261,20.24768314,5.630664753,104.2570723,kidneybeans
794,44,60,18,30.33499674,63.54718862,6.872594461,74.16699119,blackgram
361,24,62,22,20.120043,22.89845607,5.618844277,104.6252153,kidneybeans
820,5,76,15,29.19585548,68.01965728,7.441976825,44.93261911,lentil
1326,91,21,54,24.33528185,81.44030363,6.762030215,48.32113628,watermelon
353,3,64,22,24.84906168,22.89464642,5.608165195,62.21292186,kidneybeans
491,24,69,15,18.87614998,24.54038287,5.724242065,105.4120514,kidneybeans
1408,113,12,49,29.62800691,90.10051615,6.075144116,23.69586761,muskmelon
2013,60,55,36,24.9949957,88.95692783,7.02777956,151.4935635,jute
1547,25,143,197,23.80436344,92.80441624,6.024248787,100.6192543,apple
205,78,46,42,26.54348085,84.67353597,7.072655622,183.6222657,jute
1163,2,18,27,28.89409382,54.80750249,6.472774648,94.76322976,mango
1155,5,19,28,27.10710832,50.70880979,4.94295037,92.37238878,mango
1111,37,36,27,27.53907547,53.63549533,6.797779227,99.35408185,mango
1184,24,37,25,32.45465292,50.69693751,6.526654345,95.04871605,mango
